단어	残業	じゃんぎょう	야근(잔업)	
단어	出発	しゅっぱつ	출발	
단어	最近	さいきん	최근	
단어	ジム	ジム	헬스장 (gym)	
단어	コンサート	コンサート	콘서트	
단어	~ごろ	~ごろ	~경, ~쯤	
단어	先週	せんしゅう	지난주	
단어	今週	こんしゅう	이번주	
단어	来週	らいしゅう	다음주	
단어	毎週	まいしゅう	매주	
단어	平日	へいじつ	평일	
단어	週末	しゅうまつ	주말	
단어	掃除	そうじ	청소	
단어	雨	あめ	비	
단어	晴れ	はれ	맑음	
단어	努力	どりょく	노력	
단어	失敗	しっぱい	실패	
단어	色々	いろいろ	여러가지	
단어	どこか	どこか	어딘가	
단어	どこにも	どこにも	어디에도	
단어	ピアノ	ピアノ	피아노	
단어	ホテル	ホテル	호텔	
단어	アメリカ	アメリカ	미국	
단어	お酒	おさけ	술	
단어	空港	くうこう	공항	
단어	航空	こうくう	항공	
단어	薬お飲む	くすりおのむ	약을 먹다	
단어	山に登る	やまにのぼる	산을 오르다	
단어	お風呂に入る	おふろにはいる	목욕하다	
단어	シャワーを浴びる	シャワーをあびる	샤워하다	
단어	病院	びょういん	병원	
단어	予約する	よやくする	예약하다	
단어	無料	むりょう	무료	
단어	～ぶり	～ぶり	~만에	
단어	～だけ	～だけ	~뿐, ~만	
단어	~くらい	~くらい	~정도	
단어	授業	じゅぎょう	수업	
단어	郵便局	ゆうびんきょく	우체국	
단어	~回	～かい	~회	
단어	～か月	～かげつ	~개월	
단어	引っこし	ひっこし	이사	
단어	荷造り	にづくり	짐 꾸리기	
단어	マンション	マンション	아파트	
단어	誕生日	たんじゅうび	생일	
단어	卒業式	そつぎょうしき	졸업식	
단어	買い物	かいもの	쇼핑	
단어	場所	ばしょ	장소, 곳	
단어	近く	ちかく	가까운 곳, 근처	
단어	まだ	まだ	아직	
단어	これから	これから	이제부터	
단어	もうすぐ	もうすぐ	이제 곧	
단어	昼ご飯	ひるごはん	점심(밥)	
단어	肉	にく	고기	
단어	野菜	やさい	야채	
단어	現金	げんきん	현금	
단어	カード	カード	카드	
단어	夏	なつ	여름	
단어	数学	すうがく	수학	
단어	科学	かがく	과학	
단어	サッカー	サッカー	축구	
단어	野球	やきゅう	야구	
단어	コーラ	コーラ	콜라	
단어	お茶	おちゃ	차	
단어	背が高い	せがたかい	키가 크다(높다)	
단어	赤	あか	빨강	
단어	青	あお	파랑	
단어	黄色	きいろ	노랑	
단어	カナダ	カナダ	캐나다	
단어	～の方	～のほう	~쪽	
단어	去年	きょねん	작년	
단어	今年	ことし	올해	
단어	こちら	こちら	이쪽	
단어	そちら	そちら	그쪽	
단어	あちら	あちら	저쪽	
단어	どちら	どちら	어느쪽	
단어	こっち	こっち	이쪽 (줄임말)	
단어	そっち	そっち	그쪽 (줄임말)	
단어	あっち	あっち	저쪽 (줄임말)	
단어	どっち	どっち	어느쪽 (줄임말)	
단어	～より	～より	~보다	
형용사	賑やかだ	にぎやかだ	번화하다, 북적이다	な형용사
형용사	きれいだ	きれいだ	깨끗하다, 예쁘다	な형용사
형용사	簡単だ	かんたんだ	간단하다	な형용사
형용사	静かだ	しずかだ	조용하다	な형용사
형용사	有名だ	ゆうめいだ	유명하다	な형용사
형용사	便利だ	べんりだ	편리하다	な형용사
형용사	地味だ	じみだ	수수하다	な형용사
형용사	派手だ	はでだ	화려하다	な형용사
형용사	素敵だ	すてきだ	멋지다, 근사하다	な형용사
형용사	元気だ	げんきだ	건강하다	な형용사
형용사	真面目だ	まじめだ	성실하다	な형용사
형용사	親切だ	しんせつだ	친절하다	な형용사
형용사	好きだ	すきだ	좋아하다	な형용사
형용사	[嫌いだ	きらいだ	싫어하다	な형용사
형용사	上手だ	じょうずだ	잘하다, 능숙하다	な형용사
형용사	下手だ	へただ	잘 못하다, 서투르다	な형용사
형용사	大変だ	たいへんだ	힘들다	な형용사
형용사	楽だ	らくだ	편하다	な형용사
형용사	寒い	さむい	춥다	い형용사
형용사	温かい	あたたかい	따뜻하다	い형용사
형용사	広い	ひろい	넓다	い형용사
형용사	美味しい	おいしい	맛있다	い형용사
형용사	大きい	おおきい	크다	い형용사
형용사	面白い	おもしろい	재미있다	い형용사
형용사	多い	おおい	많다	い형용사
형용사	いい	いい	좋다	い형용사
형용사	軽い	かるい	가볍다	い형용사
형용사	新しい	あたらしい	새롭다	い형용사
형용사	遠い	とおい	멀다	い형용사
형용사	甘い	あまい	달다	い형용사
형용사	辛い	からい	맵다	い형용사
형용사	暑い	あつい	덥다	い형용사
형용사	忙しい	いそがしい	바쁘다	い형용사
형용사	恥ずかしい	はすかしい	부끄럽다, 창피하다	い형용사
형용사	速い	はやい	빠르다	い형용사
형용사	高い	たかい	높다	い형용사
형용사	安い	やすい	저렴하다, 싸다	い형용사
형용사	難しい	むずかしい	어렵다	い형용사
동사	帰る	かえる	돌아가다	1그룹 동사
동사	切る	きる	자르다	1그룹 동사
동사	入る	はいる	들어가다	1그룹 동사
동사	知る	しる	알다	1그룹 동사
동사	走る	はしる	달리다	1그룹 동사
동사	要る	いる	필요하다	1그룹 동사
동사	飲む	のむ	마시다	1그룹 동사
동사	会う	あう	만나다	1그룹 동사
동사	行く	いく	가다	1그룹 동사
동사	泳ぐ	およぐ	헤엄치다	1그룹 동사
동사	話す	はなす	말하다	1그룹 동사
동사	勝つ	かつ	이기다	1그룹 동사
동사	死ぬ	しぬ	죽다	1그룹 동사
동사	遊ぶ	あそぶ	놀다	1그룹 동사
동사	讀む	よむ	읽다	1그룹 동사
동사	有る	ある	있다	1그룹 동사
동사	作る	つくる	만들다	1그룹 동사
동사	乘る	のる	타다	1그룹 동사
동사	働く	はたらく	일하다	1그룹 동사
동사	休む	やすむ	쉬다	1그룹 동사
동사	頑張る	がんばる	힘내다	1그룹 동사
동사	登る	のぼる	오르다	1그룹 동사
동사	習う	ならう	배우다	1그룹 동사
동사	掛かる	かかる	(시간이) 걸리다	1그룹 동사
동사	住む	すむ	살다	1그룹 동사
동사	決まる	きまる	정해지다	1그룹 동사
동사	終わる	おわる	끝나다	1그룹 동사
동사	教える	おしえる	가르치다	2그룹 동사
동사	食べる	たべる	먹다	2그룹 동사
동사	見る	みる	보다	2그룹 동사
동사	着る	きる	입다	2그룹 동사
동사	出る	でる	나가다, 나오다	2그룹 동사
동사	出かける	でかける	외출하다	2그룹 동사
동사	浴びる	あびる	뒤집어쓰다	2그룹 동사
동사	できる	できる	가능하다	2그룹 동사
동사	する	する	하다	3그룹 동사
동사	來る	くる	오다	3그룹 동사
한자어	富士山	ふじさん	후지산	
한자어	火山	かざん	화산	
한자어	山下	やました	야마시타 (일본 성)	
한자어	山口	やまぐち	야마구치 (일본 성, 지명)	
한자어	河川	かせん	하천	
한자어	川	かわ	강	
한자어	大川	おおかわ	큰 강	
한자어	水田	すいでん	논	
한자어	油田	ゆでん	유전	
한자어	田中	たなか	타나카 (일본 성)	
한자어	田畑	たはた	논밭	
한자어	休日	きゅうじつ	휴일	
한자어	每日	まいにち	매일	
한자어	十日	とおか	열흘	
한자어	日付	ひづけ	날짜	
한자어	月曜日	げつようび	월요일	
한자어	一月	いちがつ	1월	
한자어	月	つき	달	
한자어	火事	かじ	화재	
한자어	火曜日	かようび	화요일	
한자어	火	ひ	불	
한자어	火元	ひもと	불씨	
한자어	木曜日	もくようび	목요일	
한자어	木材	もくざい	목재	
한자어	木	き	나무	
한자어	木下	きのした	나무아래, 키노시타(일본 성)	
한자어	お金	おかね	돈	
한자어	お金持ち	おかねもち	부자	
한자어	金	きん	금	
한자어	金曜日	きんようび	금요일	
한자어	土	つち	흙	
한자어	土曜日	どようび	토요일	
한자어	土地	とち	토지	
한자어	人	ひと	사람	
한자어	人間	にんげん	인간	
한자어	人生	じんせい	인생	
한자어	子	こ	자식	
한자어	子供	こども	어린이	
한자어	女子	じょし	여자	
한자어	男子	だんし	남자	
한자어	女の人	おんなのひと	여자	
한자어	女の子	おんなのこ	여자아이	
한자어	女性	じょせい	여성	
한자어	男女	だんじょ	남녀	
한자어	男	おとこ	사나이	
한자어	男の人	おとこのひと	남자	
한자어	長男	ちょうなん	장남	
한자어	目	め	눈	
한자어	目立つ	めだつ	눈에 띄다	
한자어	科目	かもく	과목	
한자어	注目	ちゅうもく	주목	
한자어	口	くち	입	
한자어	入口	いりぐち	입구	
한자어	人口	じんこう	인구	
한자어	耳	みみ	귀	
한자어	初耳	はつみみ	처음 듣는 말	
한자어	耳目	じもく	이목	
한자어	耳鼻科	じびか	이비인후과	
한자어	手	て	손	
한자어	手紙	てがみ	편지	
한자어	手術	しゅじゅつ	수술	
한자어	選手	せんしゅ	선수	
한자어	父	ちち	아빠	
한자어	父親	ちちおや	부친 (문어적 표현)	
한자어	父兄	ふけい	학부형	
한자어	祖父	そふ	조부, 할아버지	
한자어	母	はは	엄마	
한자어	母親	ははおや	모친 (문어적 표현)	
한자어	父母	ふぼ	부모	
한자어	母国	ぼこく	모국	
한자어	雨	あめ	비	
한자어	大雨	おおあめ	큰비, 호우	
한자어	雨天	うてん	우천	
한자어	雨季	うき	우기	
한자어	梅雨	つゆ	장마	
한자어	天気	てんき	날씨	
한자어	天国	てんごく	천국	
한자어	天の川	あまのがわ	은하수	
